module_code,module_name,Old ID,question_code,sort,subject_id,module_code,reason,kind,content,REFERENCE,response_1,target_1,response_2,target_2,response_3,target_3,return_node,target_module,return,decision_node,meets_response,boolean,conclusion_1,conclusion_2,examples,asc,faq,help,report_summary,summary,report_content,response_fatal,target_fatal
19,definition_embedded,195,19-33,33,11,19,Embedded Derivatives,q,Does liquidating the net position result in that party being fully relieved of it rights and obligations under the contract?,,Yes,19-34,No,19-37,,,,,,19-37,Yes,,,,,,,,,,Does liquidating the net position result in that party being fully relieved of it rights and obligations under the contract?,,
19,definition_embedded,196,19-34,34,11,19,Embedded Derivatives,q,Does liquidation of the net position require significant transaction costs?,,Yes,19-37,No,19-35,,,,,,19-37,No,,,,,,,,,,Does liquidation of the net position require significant transaction costs?,,
19,definition_embedded,197,19-35,35,11,19,Embedded Derivatives,q,Does liquidation of the net position occur without significant negotiation and due diligence?,,Yes,19-36,No,19-37,,,,,,19-37,Yes,,,,,,,,,,Does liquidation of the net position occur without significant negotiation and due diligence?,,
19,definition_embedded,198,19-36,36,11,19,Embedded Derivatives,q,Does liquidation of the net position occur within a time frame that is considered customary for this type of contract?,,Yes,19-37,No,19-37,,,,,,19-37,Yes,,,,,,,,,,Does liquidation of the net position occur within a time frame that is considered customary for this type of contract?,,
19,definition_embedded,199,19-37,37,11,19,Embedded Derivatives,d,Pass - meets conditions for net settlement through market mechanism,,Pass,19-50,Fail,19-38,,,,,,19-50,Pass,and,The contract has net settlement by a market mechanism.,The contract does not have net settlement by a market mechanism.,,,,,,,Pass - meets conditions for net settlement through market mechanism,,
19,definition_embedded,,19-38,38,11,19,Embedded Derivatives,q,Is there net settlement by delivery of a derivative instrument or by delivery of an asset that is readily convertible to cash?,,Yes,19-49,No,19-50,Analyze,19-39,,,,19-50,Yes,,,,,,,,,,Is there net settlement by delivery of a derivative instrument or by delivery of an asset that is readily convertible to cash?,,
19,definition_embedded,205,19-39,39,11,19,Embedded Derivatives,q,Is the contract a stock purchase warrants or stock purchase option?,,Yes,19-40,No,19-44,,,,,,,,,,,,,,,,,Is the contract a stock purchase warrants or stock purchase option?,,
19,definition_embedded,206,19-40,40,11,19,Embedded Derivatives,q,Is the stock underlying the warrant (or option) publicly traded?,,Yes,19-41,No,19-49,,,,,,19-49,Yes,,,,,,,,,,Is the stock underlying the warrant (or option) publicly traded?,,
19,definition_embedded,207,19-41,41,11,19,Embedded Derivatives,q,Is the  warrant (or option) only for shares of the issuer (or that of its consolidated subsidieries?,,Yes,19-42,No,19-45,,,,,,,,,,,,,,,,,Is the  warrant (or option) only for shares of the issuer (or that of its consolidated subsidieries?,,
19,definition_embedded,208,19-42,42,11,19,Embedded Derivatives,q,Is sale or transfer of the shares issuable upon exercise restricted for a period of 32 days or more from the date of exercise?,,Yes,19-43,No,19-45,,,,,,,,,,,,,,,,,Is sale or transfer of the shares issuable upon exercise restricted for a period of 32 days or more from the date of exercise?,,
19,definition_embedded,209,19-43,43,11,19,Embedded Derivatives,q,Does the holder have the power| contractually or by other means| to cause the restriction to be met within 31 days of the date of exercise?,,Yes,19-45,No,19-49,,,,,,19-49,Yes,,,,,,,,,,Does the holder have the power| contractually or by other means| to cause the restriction to be met within 31 days of the date of exercise?,,
19,definition_embedded,202,19-44,44,11,19,Embedded Derivatives,q,Is the asset underlying the contract publicly traded stock?,,Yes,19-45,No,19-47,,,,,,,,,,,,,,,,,Is the asset underlying the contract publicly traded stock?,,
19,definition_embedded,203,19-45,45,11,19,Embedded Derivatives,q,Can the active market rapidaly absorb the quantity of stock to be received upon exercise without significantly affecting the price?,,Yes,19-46,No,19-49,,,,,,19-49,Yes,,,,,,,,,,Can the active market rapidaly absorb the quantity of stock to be received upon exercise without significantly affecting the price?,,
19,definition_embedded,204,19-46,46,11,19,Embedded Derivatives,q,Are the estimated costs to convert the stock to cash considered to be significant?,,Yes,19-49,No,19-49,,,,,,19-49,No,,,,,,,,,,Are the estimated costs to convert the stock to cash considered to be significant?,,
19,definition_embedded,200,19-47,47,11,19,Embedded Derivatives,q,Is the asset deliverable upon settlement of the contract readily convertible to cash?,,Yes,19-48,No,19-49,,,,,,19-49,Yes,,,,,,,,,,Is the asset deliverable upon settlement of the contract readily convertible to cash?,,
19,definition_embedded,201,19-48,48,11,19,Embedded Derivatives,q,Is the amount of cash that would be received from sale of the asset on an active market| net of transaction costs| approximately equal to what the entity would have received under a net settlement provision?,,Yes,19-49,No,19-49,,,,,,19-49,Yes,,,,,,,,,,Is the amount of cash that would be received from sale of the asset on an active market| net of transaction costs| approximately equal to what the entity would have received under a net settlement provision?,,
19,definition_embedded,210,19-49,49,11,19,Embedded Derivatives,d,Pass - meets conditions for net settlement by readily convertible to cash,,Pass,19-50,Fail,19-50,,,,,,19-50,Pass,and,The embedded feature has net settlement by being readily convertible to cash.,The embedded feature does not have net settlement as it is not readily convertible to cash.,,,,,,,Pass - meets conditions for net settlement by readily convertible to cash,,
19,definition_embedded,211,19-50,50,11,19,Embedded Derivatives,d,Pass - meets third condition,,Pass,19-51,Fail,19-51,,,,,,19-51,Pass,or,The embedded feature meets the third criteria in the accounting definition of a derivative. Specifically| the embedded feature has net settlement.,The embedded feature does not meet the third criteria in the accounting definition of a derivative. Specifically| the embedded feature does not meet the conditions necessary for net settlement.,,,,,,,Pass - meets third condition,No,19-55
19,definition_embedded,212,19-51,51,11,19,Embedded Derivatives,d,Pass - Meets definition of a derivative,,Yes,19-60,No,19-59,,,,,TRUE,,Yes,and,The embedded feature meets the accounting defintion of a derivative.,The embedded feature does not meet the accounting defintion of a derivative.,,,,,,,Pass - Meets definition of a derivative,,
19,definition_embedded,,19-52,52,1,19,Freestanding Derivative Definition,cf,An embedded feature that meets any one of the available scope exceptions set forth in ASC 815-10-15 is not subject to derivative accounting under that section.,,,,,,,,,,TRUE,,,,,,,,,,,,An embedded feature that meets any one of the available scope exceptions set forth in ASC 815-10-15 is not subject to derivative accounting under that section.,,
19,definition_embedded,,19-53,53,1,19,Freestanding Derivative Definition,cf,By definition an embedded derivative must contain an underlying. Since this contract does not contain an underlying| the accounting definition of a derivative is not met and derivative accounting does not apply.,,,,,,,,,,TRUE,,,,,,,,,,,,By definition an embedded derivative must contain an underlying. Since this contract does not contain an underlying| the accounting definition of a derivative is not met and derivative accounting does not apply.,,
19,definition_embedded,,19-54,54,1,19,Freestanding Derivative Definition,cf,By definition an embedded derivative must have a low or no initial investment. Since this contract's initial investment does not meet that criteria| the accounting definition of a derivative is not met and derivative accounting does not apply.,,,,,,,,,,,,,,,,,,,,,,,,
19,definition_embedded,,19-55,55,1,19,Freestanding Derivative Definition,cf,By definition an embedded derivative must have net settlement either by the terms of the contract| through a market mechanism or by delivery of a derivative instrument or asset that is readily convertible to cash. Since settlement of this embedded feature fail to meet that criteria| the accounting definition of a derivative is not met and derivative accounting does not apply.,,,,,,,,,,,,,,,,,,,,,,,,
19,definition_embedded,,19-56,56,1,19,Freestanding Derivative Definition,r,An embedded feature that meets any one of the available scope exceptions set forth in ASC 815-10-15 is not subject to derivative accounting under that section.,,,,,,,,,,,,,,,,,,,,,,,,
19,definition_embedded,,19-57,57,1,19,Freestanding Derivative Definition,r,By definition an embedded derivative must contain an underlying. Since this contract does not contain an underlying| the accounting definition of a derivative is not met and derivative accounting does not apply.,,,,,,,,,,,,,,,,,,,,,,,,
19,definition_embedded,,19-58,58,1,19,Freestanding Derivative Definition,r,By definition an embedded derivative must have a low or no initial investment. Since this contract's initial investment does not meet that criteria| the accounting definition of a derivative is not met and derivative accounting does not apply.,,,,,,,,,,,,,,,,,,,,,,,,
19,definition_embedded,,19-59,59,1,19,Freestanding Derivative Definition,r,By definition an embedded derivative must have net settlement either by the terms of the contract| through a market mechanism or by delivery of a derivative instrument or asset that is readily convertible to cash. Since settlement of this embedded feature fail to meet that criteria| the accounting definition of a derivative is not met and derivative accounting does not apply.,,,,,,,,,,,,,,,,,,,,,,,,
19,definition_embedded,,19-60,60,1,19,Freestanding Derivative Definition,r,The embedded feature meets all criteria of the accounting definition of a derivative.,,,,,,,,,,,,,,,,,,,,,,,,
21,stock_compensation,56,21-1,1,3,21,Stock Compensation,i,Stock-based compensation issued to an employee is covered by ASC 718| Compensation--Stock Compensation. Stock-based compensation issue to an non-employee for which the services have been rendered is also covered by ASC 718. Stock-based compensation issued to a non-employee for services have not been rendered is| however| covered by 505-50 as long as the underlying contract does not fall within the derivative accounting guidance of ASC 815.,,Continue,21-3,,,,,,,,,,,,,,,,,,,,,
21,stock_compensation,56,21-2,2,3,21,Stock Compensation,i,Stock-based compensation issued to an employee is covered by ASC 718| Compensation--Stock Compensation. Stock-based compensation issue to an non-employee for which the services have been rendered is also covered by ASC 718. Stock-based compensation issued to a non-employee for services have not been rendered is| however| covered by 505-50 as long as the underlying contract does not fall within the derivative accounting guidance of ASC 815.,,Continue,21-3,,,,,,,,,,,,,,,,,,,,,
21,stock_compensation,56,21-3,3,3,21,Stock Compensation,q,Was this instrument issued as stock-based compensation to| and for goods and/or services provided by| an employee?,,Yes,21-12,No,21-4,,,,,,,,,,,,,,,,,Was this instrument issued as stock-based compensation to| and for goods and/or services provided by| an employee?,Yes,21-10
21,stock_compensation,57,21-4,4,3,21,Stock Compensation,q,Was this instrument issued as stock-based compensation to| and for goods and/or services provided by| a nonemployee?,,Yes,21-5,No,21-19,,,,,,,,,,,,,,,,,Was this instrument issued as stock-based compensation to| and for goods and/or services provided by| a nonemployee?,Yes,21-12
21,stock_compensation,58,21-5,5,3,21,Stock Compensation,q,Is the company the issuer or the provider of the goods and/or services?,,Issuer,21-6,Provider of goods and/or services,21-7,,,,,,,,,,,,,,,,,Is the company the issuer or the provider of the goods and/or services?,,
21,stock_compensation,59,21-6,6,3,21,Stock Compensation,q,Have the goods and/or services of the non-employee already been provided?,,Yes,21-8,No,21-9,,,,,,,,,,,,,,,,,Have the goods and/or services of the non-employee already been provided?,,
21,stock_compensation,60,21-7,7,3,21,Stock Compensation,q,Does the equity-linked contract for for goods and/or services where the company is the provider of the goods and services meet the accounting definition of a derivative?,,Yes,21-13,No,21-14,Analyze,13-4,21-7,13,,,,,,,,,,,,,Does the equity-linked contract for for goods and/or services where the company is the provider of the goods and services meet the accounting definition of a derivative?,,
21,stock_compensation,61,21-8,8,3,21,Stock Compensation,q,Does the equity-linked contract for goods and services where the company is the issuer and the services have been provided meet the accounting definition of a derivative?,,Yes,21-15,No,21-16,Analyze,13-4,21-8,13,,,,,,,,,,,,,Does the equity-linked contract for goods and services where the company is the issuer and the services have been provided meet the accounting definition of a derivative?,,
21,stock_compensation,62,21-9,9,3,21,Stock Compensation,q,Does the equity-linked contract for goods and services where the company is the issuer and the services have not been provided meet the accounting definition of a derivative?,,Yes,21-17,No,21-18,Analyze,13-4,21-9,13,,,,,,,,,,,,,Does the equity-linked contract for goods and services where the company is the issuer and the services have not been provided meet the accounting definition of a derivative?,,
21,stock_compensation,63,21-10,10,3,21,Stock Compensation,cf,Stock compensation paid to an employee should be accounted for in accordance with ASC 718| Compensation--Stock Compensation,,,,,,,,,,TRUE,,,,,,,,,,,,,,
21,stock_compensation,63,21-11,11,3,21,Stock Compensation,cf,Stock-based compensation must be issued to either an employee or a non-employee to fall within the scope of ASC 718| Compensation--Stock Compensation. Your responses indicate that neither applies in this case so accounting unser ASC 718 does not apply.,,,,,,,,,,TRUE,,,,,,,,,,,,,,
21,stock_compensation,63,21-12,12,3,21,Stock Compensation,r,Stock compensation paid to an employee should be accounted for in accordance with ASC 718| Compensation--Stock Compensation,,,,,,,,,,,,,,,,,,,,,,Stock compensation paid to an employee should be accounted for in accordance with ASC 718| Compensation--Stock Compensation,,
21,stock_compensation,64,21-13,13,3,21,Stock Compensation,r,Since the equity-linked contract meets the accounting definition of a derivative| the contract should be accounted for as a freestanding derivative initially recorded at fair value and subsequently remeasured at fair value. Any changes in fair value should be recoognized as gain or loss in income.,,,,,,,,,,,,,,,,,,,,,,Since the equity-linked contract meets the accounting definition of a derivative| the contract should be accounted for as a freestanding derivative initially recorded at fair value and subsequently remeasured at fair value. Any changes in fair value should be recoognized as gain or loss in income.,,
21,stock_compensation,65,21-14,14,3,21,Stock Compensation,r,Since the equity-linked contract does not meet the accounting definition of a derivative| the contract should be recorded at fair value in accordance with ASC 505-50 and should not be subsequently remeasured.,,,,,,,,,,,,,,,,,,,,,,Since the equity-linked contract does not meet the accounting definition of a derivative| the contract should be recorded at fair value in accordance with ASC 505-50 and should not be subsequently remeasured.,,
21,stock_compensation,66,21-15,15,3,21,Stock Compensation,r,Since the equity-linked contract meets the accounting definition of a derivative| the contract should be accounted for as a freestanding derivative initially recorded at fair value and subsequently remeasured at fair value. Any changes in fair value should be recoognized as gain or loss in income.,,,,,,,,,,,,,,,,,,,,,,Since the equity-linked contract meets the accounting definition of a derivative| the contract should be accounted for as a freestanding derivative initially recorded at fair value and subsequently remeasured at fair value. Any changes in fair value should be recoognized as gain or loss in income.,,
21,stock_compensation,67,21-16,16,3,21,Stock Compensation,r,Since the equity-linked contract does not meet the accounting definition of a derivative| the contract should be recorded at fair value in accordance with ASC 505-50 and should not be subsequently remeasured.,,,,,,,,,,,,,,,,,,,,,,Since the equity-linked contract does not meet the accounting definition of a derivative| the contract should be recorded at fair value in accordance with ASC 505-50 and should not be subsequently remeasured.,,
21,stock_compensation,68,21-17,17,3,21,Stock Compensation,r,Stock compensation paid to a nonemployee for goods and/or services becomes subject to evauluation under ASC 815-10 once performance has occurred. Since the equity-linked contract meets the accounting definition of a derivative| the contract should be accounted for as a freestanding derivative initially recorded at fair value and subsequently remeasured at fair value. Any changes in fair value should be recoognized as gain or loss in income.,,,,,,,,,,,,,,,,,,,,,,Stock compensation paid to a nonemployee for goods and/or services becomes subject to evauluation under ASC 815-10 once performance has occurred. Since the equity-linked contract meets the accounting definition of a derivative| the contract should be accounted for as a freestanding derivative initially recorded at fair value and subsequently remeasured at fair value. Any changes in fair value should be recoognized as gain or loss in income.,,
21,stock_compensation,248,21-18,18,3,21,Stock Compensation,r,Stock compensation paid to a nonemployee for goods and/or services becomes subject to evaluation under ASC 815-10 once performance has occurred. However| since the equity-linked contract does not meet the accounting definition of a derivative| the contract should be recorded at fair value in accordance with ASC 505-50 and should not be subsequently remeasured.,,,,,,,,,,,,,,,,,,,,,,Stock compensation paid to a nonemployee for goods and/or services becomes subject to evaluation under ASC 815-10 once performance has occurred. However| since the equity-linked contract does not meet the accounting definition of a derivative| the contract should be recorded at fair value in accordance with ASC 505-50 and should not be subsequently remeasured.,,
21,stock_compensation,249,21-19,19,3,21,Stock Compensation,r,Stock compensation must be issued to either an employee or a non-employee. Your responses indicate that neither applies in this case. We suggest that you reconsider whether an evaluation of this contract under ASC 718| Compensation--Stock Compensation| is warranted.,,,,,,,,,,,,,,,,,,,,,,,,
22,distinguishing_liabilities_equity,241,22-1,1,5,22,ASC 460,q,Is this a mandatorily redeemable financial instrument (e.g.| mandatorily redeemable preferred stock)?,,Yes,22-7,No,22-2,,,,,,22-6,Yes,,,,,,,,,,Is this a mandatorily redeemable financial instrument (e.g.| mandatorily redeemable preferred stock)?,,
22,distinguishing_liabilities_equity,242,22-2,2,5,22,ASC 460,q,Is this instrument an obligation to repurchase the company's shares for cash or by transferring some other asset to the counterparty?,,Yes,22-8,No,22-3,,,,,,22-6,Yes,,,,,,,,,,Is this instrument an obligation to repurchase the company's shares for cash or by transferring some other asset to the counterparty?,,
22,distinguishing_liabilities_equity,243,22-3,3,5,22,ASC 460,q,Is this an obligation to issue to the holder a variable number of shares based on a fixed monetary amount known at inception of the instrument?,,Yes,22-9,No,22-4,,,,,,22-6,Yes,,,,,,,,,,Is this an obligation to issue to the holder a variable number of shares based on a fixed monetary amount known at inception of the instrument?,,
22,distinguishing_liabilities_equity,244,22-4,4,5,22,ASC 460,q,Is this an obligation to issue to the holder a variable number of shares based on variations on something other than the fair value of the entity's own stock?,,Yes,22-10,No,22-5,,,,,,22-6,Yes,,,,,,,,,,Is this an obligation to issue to the holder a variable number of shares based on variations on something other than the fair value of the entity's own stock?,,
22,distinguishing_liabilities_equity,245,22-5,5,5,22,ASC 460,q,Is this an obligation to issue to the holder a variable number of shares based on variations inversely related to changes in the fair value of the entitys own stock?,,Yes,22-11,No,22-6,,,,,,22-6,Yes,,,,,,,,,,Is this an obligation to issue to the holder a variable number of shares based on variations inversely related to changes in the fair value of the entitys own stock?,,
22,distinguishing_liabilities_equity,,22-6,6,5,22,ASC 460,d,Pass - falls within ASC 480,,Yes,,No,,A contract that falls within the scope of ASC 480 and should be accounted for under the ASC 480 guidance,The contract does not meet any of the conditions that would require accounting for the instrument under ASC 480| Distinquishing Liabilities from Equity.,,,TRUE,,Yes,or,,,,,,,,,Pass - falls within ASC 480,,
22,distinguishing_liabilities_equity,251,22-7,7,5,22,ASC 460,r,Manditorily redeemable stock must be accounted for as a liability.,,,,,,,,,,,,,,,,,,,,,,Manditorily redeemable stock must be accounted for as a liability.,,
22,distinguishing_liabilities_equity,251,22-8,8,5,22,ASC 460,r,An obligation to repurchase shares for cash or transfer of an asset must be accounted for as a liability.,,,,,,,,,,,,,,,,,,,,,,,,
22,distinguishing_liabilities_equity,251,22-9,9,5,22,ASC 460,r,An obligation to issue the holder a variable number of shares based on a fixed monetary amount is considered stock-settled debt and must be accounted for as a liability.,,,,,,,,,,,,,,,,,,,,,,,,
22,distinguishing_liabilities_equity,251,22-10,10,5,22,ASC 460,r,An obligation to issue to the holder a variable number of shares based on variations on something other than the fair value of the entity's own stock must be accounted for as a liability.,,,,,,,,,,,,,,,,,,,,,,,,
22,distinguishing_liabilities_equity,251,22-11,11,5,22,ASC 460,r,An obligation to issue to the holder a variable number of shares based on variations inversely related to changes in the fair value of the entitys own stock must be accounted for as a liability.,,,,,,,,,,,,,,,,,,,,,,,,
24,lease,250,24-1,1,4,24,Lease,i,Lease info node,,Continue,24-3,,,,,,,,,,,,,,,,,,,,,
24,lease,250,24-2,2,4,24,Lease,i,Lease info node,,Continue,24-3,,,,,,,,,,,,,,,,,,,,,
24,lease,250,24-3,3,4,24,Lease,r,The lease contract should be accounted for under ASC 840| Leases. A more thorough treatment of ASC 840 will be undertaken by GAAP Logic in a future project. It is not uncommon| however| for a lease to contain one or more provisions that meet the accounting definition of a derivitive and require separate accounting as an embedded derivative. Since the lease is linked to the company's equity| those provisions should be specifically evaluated as an embedded derivative feature.,,,,,,,,,,,,,,,,,,,,,The stock-based compensation modules are under development. Until then| please refer to ASC 505-50 for accounting guidance applicable to stock-based compensation issued to nonemployees. PLEASE NOTE: The contract should be re-analyzed following delivery of the goods and/or services by the nonemployee.,The lease contract should be accounted for under ASC 840| Leases. A more thorough treatment of ASC 840 will be undertaken by GAAP Logic in a future project. It is not uncommon| however| for a lease to contain one or more provisions that meet the accounting definition of a derivitive and require separate accounting as an embedded derivative. Since the lease is linked to the company's equity| those provisions should be specifically evaluated as an embedded derivative feature.,,
25,indexed_to_own_stock,118,25-1,1,8,25,Indexed to Own Stock,i,A contract or embedded feature in a contract can be considered indexed to the company's own stock if it meets specific criteria with respect to the nature of its excercise contingencies| if any| and its settlement. This determination has no accounting affect on its own; rather| this determination is typically part of a larger analysis such as that of an equity-linked transaction that may or may not fall within the scope of derivative accounting.,,Continue,25-4,,,,,,,,,,,,,,,,,,,,,
25,indexed_to_own_stock,118,25-2,2,8,25,Indexed to Own Stock,i,A non-derivative instrument or embedded non-derivative feature is considered indexed to the company's own stock if its exercise contingencies| if any| and settlemnt amount meet specific criteria. ,,Continue,25-4,,,,,,,,,,,,,,,,,,,A non-derivative instrument or embedded non-derivative feature is considered indexed to the company's own stock if its exercise contingencies| if any| and settlemnt amount meet specific criteria. ,,
25,indexed_to_own_stock,118,25-3,3,8,25,Indexed to Own Stock,i,A derivative instrument or embedded derivative feature is considered indexed to the company's own stock if its exercise contingencies| if any| and settlemnt amount meet specific criteria. ,,Continue,25-4,,,,,,,,,,,,,,,,,,,A derivative instrument or embedded derivative feature is considered indexed to the company's own stock if its exercise contingencies| if any| and settlemnt amount meet specific criteria. ,,
25,indexed_to_own_stock,118,25-4,4,8,25,Indexed to Own Stock,q,Is the instrument's exercise contingent?,,Yes,25-5,No,25-8,,,,,,25-7,No,,,,,,,A contingecy is just a trigger. In this case the trigger makes the instrument exercisable. So is the instrument immediately exercisable (if so answer 'No') or does something have to occur before the instrument can be exercised If so| answer 'Yes')?,,,Is the instrument's exercise contingent?,,
25,indexed_to_own_stock,119,25-5,5,8,25,Indexed to Own Stock,q,Is the contingency based on an observable market other than the market for the issuer's stock?,,Yes,25-6,No,25-6,,,,,,25-7,No,,,,,ASC 815-40-15-7A and 7B,1) Can the observable index be a stock market index if my company is one of the companies listed in the index?\n\nNo. There can be no other factor other than the company itself. In this case the stock of other companies is part of the observable index which does not meet the criterion.\n\n2) Can the observable index be a benchmark interest rate if all my company's borrowings are done based on that index?\n\nNo. A benchmark index reflects a number of market factors that have nothing to do with your entity| including inflation and general economic conditions. While these factors may also impact the operations of your company| a benchmark rate is not a measure that is determined solely by reference to your company's operations.,Determining whether an instrument is linked to the entity's own stock is a two part test. The first criterion (ASC 815-40-15-7A and 7B) looks at the exercise contingencies| if any| and evaluates their nature. If there are no exercise contingencies| then the first criterion is met. However| if there are one or more exercise contingencies| they must be based solely on either 1) the market for the entity's own stock (e.g.| trading volume| closing price| average for a given time period) or 2) some observable index the is a measure solely by reference to the entity's own operations (e.g.| net income| earnings per share| revenue). If the contingency is based on any other market (e.g.| S&P 500) or observable index (e.g.| rate of inflation| an interest rate benchmark)| then this criterion is not met. Remember| this must be a contingency based solely on some measurement of the entity itself and no other outside factor or factors regardless of how minimal.\n\nThe ASC provides a list of example exercise contingencies that meet or do not meet the criterion. The can be found at ASC 815-40-___). Several of these are common exercise contingencies found in equity-linked agreements. Click Examples for a list of additional examples.,,An equity-linked instrument that meets the accounting definition of a derivative is subject to derivative accounting unless it is both indexed to the entity|'s own stock and classified in equity. This is the first of two questions to determine if the freestanding agreement is indexed to the company|'s own stock.,Is the contingency based on an observable market other than the market for the issuer's stock?,Yes,25-10
25,indexed_to_own_stock,119,25-6,6,8,25,Indexed to Own Stock,q,Is the contingency based on an observable index other than one measured solely by reference to the issuer's own operations?,,Yes,25-7,No,25-7,,,,,,25-8,No,,,,,ASC 815-40-15-7A and 7B,1) Can the observable index be a stock market index if my company is one of the companies listed in the index?\n\nNo. There can be no other factor other than the company itself. In this case the stock of other companies is part of the observable index which does not meet the criterion.\n\n2) Can the observable index be a benchmark interest rate if all my company's borrowings are done based on that index?\n\nNo. A benchmark index reflects a number of market factors that have nothing to do with your entity| including inflation and general economic conditions. While these factors may also impact the operations of your company| a benchmark rate is not a measure that is determined solely by reference to your company's operations.,Determining whether an instrument is linked to the entity's own stock is a two part test. The first criterion (ASC 815-40-15-7A and 7B) looks at the exercise contingencies| if any| and evaluates their nature. If there are no exercise contingencies| then the first criterion is met. However| if there are one or more exercise contingencies| they must be based solely on either 1) the market for the entity's own stock (e.g.| trading volume| closing price| average for a given time period) or 2) some observable index the is a measure solely by reference to the entity's own operations (e.g.| net income| earnings per share| revenue). If the contingency is based on any other market (e.g.| S&P 500) or observable index (e.g.| rate of inflation| an interest rate benchmark)| then this criterion is not met. Remember| this must be a contingency based solely on some measurement of the entity itself and no other outside factor or factors regardless of how minimal.\n\nThe ASC provides a list of example exercise contingencies that meet or do not meet the criterion. The can be found at ASC 815-40-___). Several of these are common exercise contingencies found in equity-linked agreements. Click Examples for a list of additional examples.,,An equity-linked instrument that meets the accounting definition of a derivative is subject to derivative accounting unless it is both indexed to the entity|'s own stock and classified in equity. This is the first of two questions to determine if the freestanding agreement is indexed to the company|'s own stock.,Is the contingency based on an observable index other than one measured solely by reference to the issuer's own operations?,Yes,25-10
25,indexed_to_own_stock,121,25-7,7,8,25,Indexed to Own Stock,d,Pass - Exercise is either not contingent or is contingent but ok,,Yes,25-8,No,25-12,,,,,,25-9,Yes,and,An exercise contingency does not preclude a contract or an embedded feature in a contract from being considered indexed to an entity's own stock as long as it is not based on 1) an observable market| other than the market for the issuer's stock and 2) an observable index| other than an index calculated or measured solely by reference to the issuer's own operations. SInce this contract or embedded feature exercise contingency does not meet either of these requirements| the requirements for being considered indexed to the entity's own stock is not met.,An exercise contingency does not preclude a contract or an embedded feature in a contract from being considered indexed to an entity's own stock as long as it is not based on 1) an observable market| other than the market for the issuer's stock and 2) an observable index| other than an index calculated or measured solely by reference to the issuer's own operations. SInce this contract or embedded feature exercise contingency does not meet either of these requirements| the requirements for being considered indexed to the entity's own stock is not met.,,,,,,,,No,25-10
25,indexed_to_own_stock,120,25-8,8,8,25,Indexed to Own Stock,q,Is the settlement amount equal to the difference between the fair value of a fixed number of the entity's shares and a) a fixed monetary amount or b) a fixed amount of debt issued by the entity?,,Yes,25-9,No,25-9,,,,,,25-9,Yes,,,,,ASC 815-40-15-7C and 7I,,The second criteria for determining whether an instrument is indexed to the entity's own stock looks at the settlement provisions; specifically| the settlement amount must be equal to the difference between the fair value of a fixed number of its shares and a fixed monetary amount or a fixed amount of debt (ASC 815-40-15-7C and 7I).\n\nAt first glance this seems like a simple calculation. However| there are a number of factors that go into determining fair value. Any terms built into the settlement provisions of the instrument that affect the settlement outcome that are not also inputs to determining fair value act as a poison pill and result in the criterion not being met. This has a significant impact since settlement provisions will frequently have terms that are designed to protect the holder from downside risks. One of the most frequent provisions of this type found in an equity-linked transaction is a so-called down-round price protection provision. This can carry a number of names including |half-ratchet anti-dilution|| |full-ratchet anti-dilution| and many others. Regardless of the name| the intent is the same...to adjust the conversion price of the instrument in the event that the entity subsequently enters into a financing at a share price lower than that of the instrument being analyzed.\n\nDon|t be fooled by the term |anti-dilution|. True anti-dilution provisions are considered acceptable under this criterion. |Anti-dilution| when used in the context of price protection is not anti-dilution at all and is a misuse of the term. True anti-dilution is designed to offset the effects of stock splits| stock dividends and similar events. They do not improve the instrument holder's financial or economic position. Price protection provisions| regardless of the name given| improve the instrument holder's position relative to other instruments lacking such a provision and are therefore not anti-dilutive as that term is traditionally used.\n\nOf all the issues related to derivative accounting| this issue has the most broad-based effect. Down-round price protection is very common in private equity financing. The price protection provisions find their way into convertible debt| convertible preferred stock| warrants and just about every other kind of instrument. These provisions violate the |indexed to its own stock criteria| and cause the instrument to be subject to derivative accounting. This is so common| in fact| that we have provided a page that provides example language to be aware of as you analyze an instrument. There are any number of reasons why an instrument may be subject to derivative accounting. This is the most common.,,This is the second and last of two questions to determine if the freestanding agreement is indexed to the company|'s own stock. Your response to this question and the previous question will determine whether the analysis should continue to determine if the instrument is classified in equity (because is IS indexed to the entity|'s own stock) or should be classified as an asset or liability accounted for as a derivative instrument.,Is the settlement amount equal to the difference between the fair value of a fixed number of the entity's shares and a) a fixed monetary amount or b) a fixed amount of debt issued by the entity?,No,25-10
25,indexed_to_own_stock,121,25-9,9,8,25,Indexed to Own Stock,d,Pass - indexed to own stock,,Yes,25-11,No,25-12,,,,,TRUE,,Yes,and,The freestanding instrument is considered indexed to the company's own stock because a) it has no exercise contingency or| if it does| the contingency meets the conditions set forth in ASC 815-40-15-7A| and b) its settlement amount meets the requirements of ASC 815-40-15-7B.,The freestanding instrument is not considered indexed to the company's own stock either because a) it has an exercise contingency that does not meet the conditions set forth in ASC 815-40-15-7A| and/or b) its settlement amount does not meet the requirements of ASC 815-40-15-7B.,,,,,,,Pass - indexed to own stock,,
